Statistical profiling result from isolate-0x4c8d860-11136-v8.log, (20904 ticks, 56 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      4    0.0%    0.1%  LazyCompile: *skipTrivia /mnt/common/github/TypeScript-cph/built/local/tsc.js:10425:24
      4    0.0%    0.1%  LazyCompile: *setParentRecursive /mnt/common/github/TypeScript-cph/built/local/tsc.js:21180:32
      4    0.0%    0.1%  LazyCompile: *parseJSDocCommentWorker /mnt/common/github/TypeScript-cph/built/local/tsc.js:37446:45
      4    0.0%    0.1%  LazyCompile: *operator /mnt/common/github/TypeScript-cph/built/local/tsc.js:30457:26
      4    0.0%    0.1%  LazyCompile: *iterateCommentRanges /mnt/common/github/TypeScript-cph/built/local/tsc.js:10595:34
      4    0.0%    0.1%  LazyCompile: *isSimpleTypeRelatedTo /mnt/common/github/TypeScript-cph/built/local/tsc.js:65069:39
      4    0.0%    0.1%  LazyCompile: *isRefTypesSymtabConstraintItemNever /mnt/common/github/TypeScript-cph/built/local/tsc.js:97579:49
      4    0.0%    0.1%  LazyCompile: *isInJSFile /mnt/common/github/TypeScript-cph/built/local/tsc.js:16311:24
      4    0.0%    0.1%  LazyCompile: *isIdentifier /mnt/common/github/TypeScript-cph/built/local/tsc.js:28730:26
      4    0.0%    0.1%  LazyCompile: *insert /mnt/common/github/TypeScript-cph/built/local/tsc.js:92551:24
      4    0.0%    0.1%  LazyCompile: *hasUnicodeEscape /mnt/common/github/TypeScript-cph/built/local/tsc.js:10784:40
      4    0.0%    0.1%  LazyCompile: *getTypeFromTypeNodeWorker /mnt/common/github/TypeScript-cph/built/local/tsc.js:63668:43
      4    0.0%    0.1%  LazyCompile: *getTransformFlagsSubtreeExclusions /mnt/common/github/TypeScript-cph/built/local/tsc.js:27298:48
      4    0.0%    0.1%  LazyCompile: *getNumberLiteralType /mnt/common/github/TypeScript-cph/built/local/tsc.js:63561:38
      4    0.0%    0.1%  LazyCompile: *getLiteralTypeFromProperty /mnt/common/github/TypeScript-cph/built/local/tsc.js:62341:44
      4    0.0%    0.1%  LazyCompile: *getFreshTypeOfLiteralType /mnt/common/github/TypeScript-cph/built/local/tsc.js:63537:43
      4    0.0%    0.1%  LazyCompile: *getEffectiveModifierFlags /mnt/common/github/TypeScript-cph/built/local/tsc.js:18912:39
      4    0.0%    0.1%  LazyCompile: *flowBranchPreWhileBodyResolve_1 /mnt/common/github/TypeScript-cph/built/local/tsc.js:91831:72
      4    0.0%    0.1%  LazyCompile: *flowBranchPostIfResolve_1 /mnt/common/github/TypeScript-cph/built/local/tsc.js:91790:66
      4    0.0%    0.1%  LazyCompile: *createNodeArray /mnt/common/github/TypeScript-cph/built/local/tsc.js:32282:33
